_action_text,_bill,_committees,_date,_status,_time,_type
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Gutierrez amendment, the Chair put the question on adoption of the amendment and by voice vote, announced the noes had prevailed. Mr. Gutierrez demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until later in the legislative day.",hr1,,2011-01-15,,18:18:00,action
"DEBATE - Pursuant to the provisions of H.Res. 92, the Committee of the Whole proceeded with debate on the Pompeo amendment number 86 under the five-minute rule.",hr1,,2011-01-15,,18:21:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Pompeo amendment, the Chair put the question on adoption of the amendment and by voice vote, announced the noes had prevailed. Mr. Pompeo demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until later in the legislative day.",hr1,,2011-01-15,,18:39:00,action
The Committee of the Whole rose informally to receive a message from the Senate.,hr1,,2011-01-15,,19:24:00,action
"Subsequently, the Committee resumed it's sitting.",hr1,,2011-01-15,,19:25:00,action
"DEBATE - Pursuant to the provisions of H.Res. 92, the Committee of the Whole proceeded with debate on the Quigley amendment number 162 under the five-minute rule.",hr1,,2011-01-15,,19:27:00,action
"DEBATE - Pursuant to the provisions of H.Res. 92, the Committee of the Whole proceeded with debate on the Rooney amendment number 2 under the five-minute rule.",hr1,,2011-01-15,,19:39:00,action
Mr. Young (FL) moved that the committee rise.,hr1,,2011-01-15,,20:08:00,action
On motion that the committee rise Agreed to by voice vote.,hr1,,2011-01-15,,20:08:00,action
Considered as unfinished business.,hr1,,2011-01-15,,20:10:00,action
DEBATE - The Committee of the Whole resumed debate on the Rooney amendment No. 2.,hr1,,2011-01-15,,20:10:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Rooney amendment, the Chair put the question on adoption of the amendment and by voice vote, announced the noes had prevailed. Mr. Rooney demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until a time to be announced.",hr1,,2011-01-15,,20:40:00,action
"DEBATE - Pursuant to the provisions of H.Res. 92, the Committee of the Whole proceeded debate on Jones amendment number 95 under the five-minute rule.",hr1,,2011-01-15,,20:41:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Jones amendment, the Chair put the question on adoption of the amendment and by voice vote, announced the noes had prevailed. Mr. Jones demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until a time to be announced.",hr1,,2011-01-15,,20:53:00,action
"DEBATE - Pursuant to the provisions of H.Res. 92, the Committee of the Whole proceeded debate on Holt amendment number 237 under the five-minute rule.",hr1,,2011-01-15,,20:55:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Holt amendment, the Chair put the question on adoption of the amendment and by voice vote, announced the noes had prevailed. Mr. Holt demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until a time to be announced.",hr1,,2011-01-15,,20:59:00,action
POINT OF ORDER - Mr. Frelinghuysen reserved a point of order againist the Baldwin amendment numbered 45 printed in the Congressional Record.,hr1,,2011-01-15,,21:02:00,action
"DEBATE - Pursuant to the provisions of H.Res. 92, the Committee of the Whole proceeded debate on Defazio amendment number 97 under the five-minute rule.",hr1,,2011-01-15,,21:22:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Defazio amendment, the Chair put the question on adoption of the amendment and by voice vote, announced the ayes had prevailed. Mr. Kingston demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until a time to be announced.",hr1,,2011-01-15,,21:33:00,action
POINT OF ORDER - Mr. Kingston reserved a point of order againist the Connolly (VA) amendment numbered 93 printed in the Congressional Record.,hr1,,2011-01-15,,21:36:00,action
"DEBATE - Pursuant to the provisions of H.Res. 92, the Committee of the Whole proceeded debate on Michaud amendment number 153 under the five-minute rule.",hr1,,2011-01-15,,21:48:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Michaud amendment, the Chair put the question on adoption of the amendment and by voice vote, announced the noes had prevailed. Mr. Michaud demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until a time to be announced.",hr1,,2011-01-15,,21:51:00,action
"DEBATE - Pursuant to the provisions of H.Res. 92, the Committee of the Whole proceeded debate on Flake amendment number 368 under the five-minute rule.",hr1,,2011-01-15,,21:55:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Flake amendment, the Chair put the question on adoption of the amendment and by voice vote, announced the ayes had prevailed. Mr. Dicks demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until a time to be announced.",hr1,,2011-01-15,,21:59:00,action
"DEBATE - Pursuant to the provisions of H.Res. 92, the Committee of the Whole proceeded debate on Latta amendment number 260 under the five-minute rule.",hr1,,2011-01-15,,22:05:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Latta amendment, the Chair put the question on adoption of the amendment and by voice vote, announced the noes had prevailed. Mr. Latta demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until a time to be announced.",hr1,,2011-01-15,,22:09:00,action
POINT OF ORDER - Mr. Wolf reserved a point of order againist the Jackson Lee amendment numbered 240 printed in the Congressional Record.,hr1,,2011-01-15,,22:16:00,action
"DEBATE - Pursuant to the provisions of H.Res. 92, the Committee of the Whole proceeded with debate on the Weiner amendment number 125, as modified under the five-minute rule.",hr1,,2011-01-15,,22:26:00,action
"POSTPONED CONSIDERATION - At the conclusion of debate on the Weiner amendment, as modified, the Chair put the question on adoption of the amendment and by voice vote, announced the noes had prevailed. Mr. Weiner demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until a time to be announced.",hr1,,2011-01-15,,22:51:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Olson amendment number 78 under the five-minute rule.,hr1,,2011-01-15,,22:52:00,action
"DEBATE - The Committee of the Whole proceeded with debate on the Cohen amendment number 173 under the five-minute rule, pending reservation of a point of order.",hr1,,2011-01-15,,23:09:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Duncan (SC) amendment No. 110 under the five-minute rule.,hr1,,2011-01-15,,23:27:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Duncan (SC) amendment, the Chair put the question on adoption of the amendment and by voice vote, announced the noes had prevailed. Mr. Duncan (SC) demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until a time to be announced.",hr1,,2011-01-15,,23:43:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Biggert amendment No. 192 under the five-minute rule.,hr1,,2011-01-15,,23:52:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Biggert amendment, the Chair put the question on adoption of the amendment and by voice vote, announced the noes had prevailed. Mrs. Biggert demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until a time to be announced.",hr1,,2011-01-16,,00:03:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Inslee amendment number 395 under the five-minute rule.,hr1,,2011-01-16,,00:04:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Inslee amendment, the Chair put the question on adoption of the amendment and by voice vote, announced the noes had prevailed. Mr. Inslee demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until a time to be announced.",hr1,,2011-01-16,,00:12:00,action
DEBATE - The Committee of the Whole proceeded with debate on the McClintock amendment numbered 297 under the five minute rule.,hr1,,2011-01-16,,00:16:00,action
DEBATE - The Committee of the Whole proceeded with debate on the McClintock amendment numbered 315 under the five-minute rule.,hr1,,2011-01-16,,00:17:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Tonko amendment numbered 4 under the five-minute rule.,hr1,,2011-01-16,,00:23:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Tonko amendment, the Chair put the question on adoption of the amendment and by voice vote, announced the noes had prevailed. Mr. Tonko demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until a time to be announced.",hr1,,2011-01-16,,00:28:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Latta amendment numbered 259 under the five-minute rule.,hr1,,2011-01-16,,00:29:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Latta amendment, the Chair put the question on adoption of the amendment and by voice vote, announced the noes had prevailed. Mr. Latta demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until a time to be announced.",hr1,,2011-01-16,,00:33:00,action
DEBATE - The Committee of the Whole proceeded with debate on the DeFazio amendment numbered 98 under the five-minute rule.,hr1,,2011-01-16,,00:40:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the DeFazio amendment, the Chair put the question on adoption of the amendment and by voice vote, announced the noes had prevailed. Mr. DeFazio demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until a time to be announced.",hr1,,2011-01-16,,00:47:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Pascrell amendment numbered 223 under the five-minute rule.,hr1,,2011-01-16,,00:52:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Pascrell amendment, the Chair put the question on adoption of the amendment and by voice vote, announced the ayes had prevailed. Mr. Aderholt demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until a time to be announced.",hr1,,2011-01-16,,01:10:00,action
Mr. Rogers (KY) moved that the Committee rise.,hr1,,2011-01-16,,01:11:00,action
On motion that the Committee rise Agreed to by voice vote.,hr1,,2011-01-16,,01:11:00,action
Committee of the Whole House on the state of the Union rises leaving H.R. 1 as unfinished business.,hr1,,2011-01-16,,01:12:00,action
Considered as unfinished business.,hr1,,2011-01-16,,13:29:00,action
The House resolved into Committee of the Whole House on the state of the Union for further consideration.,hr1,,2011-01-16,,13:29:00,action
UNFINISHED BUSINESS - The Chair announced that the unfinished business was the question on adoption of amendments which had been debated earlier and on which further proceedings had been postponed.,hr1,,2011-01-16,,13:30:00,action
DEBATE - The Committee of the Whole proceeded with debate on pro forma amendments to H.R. 1.,hr1,,2011-01-16,,14:45:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Burton amendment number 30 under the five-minute rule.,hr1,,2011-01-16,,14:51:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Pearce amendment under the five-minute rule pending reservation of a point of order.,hr1,,2011-01-16,,15:11:00,action
DEBATE - The Committee of the Whole proceeded with debate on pro forma amendments to H.R. 1.,hr1,,2011-01-16,,15:13:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Lummis amendment number 193 under the five-minute rule.,hr1,,2011-01-16,,16:02:00,action
"POINT OF ORDER - Mr. Moran reserved a point of order against the Lummis amendment numbered 193 printed in the Congressional Record. Subsequently, the reservation was withdrawn.",hr1,,2011-01-16,,16:04:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Lummis amendment, the Chair put the question on adoption of the amendment and by voice vote, announced the ayes had prevailed. Mr. Dicks demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until a time to be announced.",hr1,,2011-01-16,,16:20:00,action
DEBATE - The Committee of the Whole proceeded with debate on the McClintock amendment number 295 under the five-minute rule.,hr1,,2011-01-16,,16:48:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Moran amendment number 338 under the five-minute rule.,hr1,,2011-01-16,,16:55:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Moran amendment, the Chair put the question on adoption of the amendment and by voice vote, announced the noes had prevailed. Mr. Moran demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until a time to be announced.",hr1,,2011-01-16,,17:10:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Lummis amendment number 194 under the five-minute rule.,hr1,,2011-01-16,,17:12:00,action
POINT OF ORDER - Mr. Moran reserved a point of order against the Lummis amendment numbered 194 printed in the Congressional Record.,hr1,,2011-01-16,,17:13:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Flake amendment number 376 under the five-minute rule.,hr1,,2011-01-16,,17:29:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Flake amendment, the Chair put the question on adoption of the amendment and by voice vote, announced the noes had prevailed. Mr. Flake demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until a time to be announced.",hr1,,2011-01-16,,17:39:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Hall(TX) amendment number 407 under the five-minute rule.,hr1,,2011-01-16,,17:40:00,action
POINT OF ORDER - Mr. Simpson reserved a point of order against the Hall(TX) amendment numbered 407 printed in the Congressional Record.,hr1,,2011-01-16,,17:40:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Pompeo amendment number 84 under the five-minute rule.,hr1,,2011-01-16,,17:50:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Pompeo amendment, the Chair put the question on adoption of the amendment and by voice vote, announced the noes had prevailed. Mr. Pompeo demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until a time to be announced.",hr1,,2011-01-16,,17:56:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Reed amendment number 379 under the five-minute rule.,hr1,,2011-01-16,,17:59:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Reed amendment, the Chair put the question on adoption of the amendment and by voice vote, announced the noes had prevailed. Mr. Reed demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until a time to be announced.",hr1,,2011-01-16,,18:02:00,action
POINT OF ORDER - Mr. Simpson reserved a point of order against the Edwards(MD) amendment numbered 415 printed in the Congressional Record.,hr1,,2011-01-16,,18:04:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Braley(IA) amendment number 521 under the five-minute rule. Pending a point of order.,hr1,,2011-01-16,,18:24:00,action
UNFINISHED BUSINESS - The Chair announced that the unfinished business was on the question of adoption of amendments which had been debated earlier and on which further proceedings were postponed.,hr1,,2011-01-16,,18:37:00,action
DEBATE - The Committee of the Whole proceeded with debate on pro forma amendments to H.R. 1.,hr1,,2011-01-16,,19:23:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Pompeo amendment number 85 under the five-minute rule.,hr1,,2011-01-16,,19:42:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Pompeo amendment, the Chair put the question on adoption of the amendment and by voice vote, announced the noes had prevailed. Mr. Pompeo demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until a time to be announced",hr1,,2011-01-16,,19:49:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Walberg amendment number 196 under the five-minute rule.,hr1,,2011-01-16,,19:52:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Walberg amendment, the Chair put the question on adoption of the amendment and by voice vote, announced the noes had prevailed. Mr. Walberg demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until a time to be announced.",hr1,,2011-01-16,,20:09:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Canseco amendment number 249 under the five-minute rule.,hr1,,2011-01-16,,20:10:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Canseco amendment, the Chair put the question on adoption of the amendment and by voice vote, announced the noes had prevailed. Mr. Canseco demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until a time to be announced.",hr1,,2011-01-16,,20:19:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Reed amendment number 381 under the five-minute rule.,hr1,,2011-01-16,,20:21:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Reed amendment, the Chair put the question on adoption of the amendment and by voice vote, announced the noes had prevailed. Mr. Reed demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until a time to be announced.",hr1,,2011-01-16,,20:30:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Bass (NH) amendment number 565 under the five-minute rule.,hr1,,2011-01-16,,20:44:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Bass (NH) amendment, the Chair put the question on adoption of the amendment and by voice vote, announced the ayes had prevailed. Ms. DeLauro demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until a time to be announced.",hr1,,2011-01-16,,20:47:00,action
"DEBATE - The Committee of the Whole proceeded with debate on the Markey (MA) amendment number 160 under the five-minute rule, pending reservation of a point of order.",hr1,,2011-01-16,,20:48:00,action
"DEBATE - The Committee of the Whole proceeded with debate on the Barletta amendment number 111 under the five-minute rule, pending reservation of a point of order.",hr1,,2011-01-16,,21:45:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Flake amendment number 457 under the five-minute rule.,hr1,,2011-01-16,,22:08:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Flake amendment, the Chair put the question on adoption of the amendment and by voice vote, announced the noes had prevailed. Mr. Flake demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until a time to be announced.",hr1,,2011-01-16,,22:39:00,action
DEBATE - The Committee of the Whole proceeded with debate on the McMorris Rogers amendment under the five-minute rule.,hr1,,2011-01-16,,22:41:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the McMorris Rogers amendment, the Chair put the question on adoption of the amendment and by voice vote, announced the ayes had prevailed. Ms. DeLauro demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until a time to be announced.",hr1,,2011-01-16,,22:55:00,action
The Committee of the Whole proceeded with pro forma amendments under the five-minute rule.,hr1,,2011-01-16,,22:56:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Young (AK) amendment under the five-minute rule.,hr1,,2011-01-16,,23:05:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Young (AK) amendment, the Chair put the question on adoption of the amendment and by voice vote, announced the ayes had prevailed. Ms. DeLauro demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until a time to be announced.",hr1,,2011-01-16,,23:12:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Chu amendment under the five-minute rule pending reservation of a point of order.,hr1,,2011-01-16,,23:14:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Jackson Lee amendment under the five-minute rule pending reservation of a point of order.,hr1,,2011-01-16,,23:20:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Blumenauer amendment under the five-minute rule pending reservation of a point of order.,hr1,,2011-01-16,,23:37:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Price (GA) amendment under the five-minute rule.,hr1,,2011-01-17,,00:01:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Price (GA) amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes had prevailed. Mr. George Miller (CA) demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until a time to be announced.",hr1,,2011-01-17,,00:15:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Tonko amendment under the five-minute rule pending reservation of a point of order.,hr1,,2011-01-17,,00:16:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Tonko amendment under the five-minute rule pending reservation of a point of order.,hr1,,2011-01-17,,00:24:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Lee (CA) amendment under the five-minute rule pending reservation of a point of order.,hr1,,2011-01-17,,00:45:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Whitfield amendment under the five-minute rule.,hr1,,2011-01-17,,01:07:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Weiner amendment under the five-minute rule.,hr1,,2011-01-17,,01:36:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Weiner amendment, the Chair put the question on adoption of the amendment and by voice vote, announced the noes had prevailed. Mr. Cravaack demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until a time to be announced.",hr1,,2011-01-17,,02:09:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Canseco amendment under the five-minute rule.,hr1,,2011-01-17,,02:09:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Canseco amendment, the Chair put the question on adoption of the amendment and by voice vote, announced the noes had prevailed. Mr. Canseco demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until a time to be announced.",hr1,,2011-01-17,,02:17:00,action
DEBATE - The Committee of the Whole proceeded with debate on the McClintock amendment under the five-minute rule.,hr1,,2011-01-17,,02:21:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Heller amendment under the five-minute rule.,hr1,,2011-01-17,,02:25:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Heller amendment, the Chair put the question on adoption of the amendment and by voice vote, announced the noes had prevailed. Mr. Heller demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until a time to be announced.",hr1,,2011-01-17,,02:37:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Franks (AZ) amendment under the five-minute rule.,hr1,,2011-01-17,,02:40:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Nadler amendment under the five-minute rule.,hr1,,2011-01-17,,03:03:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Sessions amendment under the five-minute rule.,hr1,,2011-01-17,,03:12:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Sessions amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes had prevailed. Mr. Olver demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until a time to be announced.",hr1,,2011-01-17,,03:25:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Polis amendment under the five-minute rule.,hr1,,2011-01-17,,03:30:00,action
Mr. Rogers (KY) moved that the Committee rise.,hr1,,2011-01-17,,03:41:00,action
On motion that the Committee rise Agreed to by voice vote.,hr1,,2011-01-17,,03:41:00,action
Committee of the Whole House on the state of the Union rises leaving H.R. 1 as unfinished business.,hr1,,2011-01-17,,03:41:00,action
Considered as unfinished business.,hr1,,2011-01-17,,10:10:00,action
The House resolved into Committee of the Whole House on the state of the Union for further consideration.,hr1,,2011-01-17,,10:10:00,action
"DEBATE - The Committee of the Whole proceeded with debate on the Woolsey amendment under the five-minute rule pending a reservation of a point of order. Subsequently, the point of order was withdrawn.",hr1,,2011-01-17,,11:32:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Woolsey amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the noes had prevailed. Ms. Woolsey demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until a time to be announced.",hr1,,2011-01-17,,11:38:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Cole amendment under the five-minute rule.,hr1,,2011-01-17,,12:06:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Cole amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes had prevailed. Mr. Serrano demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until a time to be announced.",hr1,,2011-01-17,,12:11:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Price (NC) amendment under the five-minute rule.,hr1,,2011-01-17,,12:12:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Price (NC) amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes had prevailed. Mr. Aderholt demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until a time to be announced.",hr1,,2011-01-17,,12:20:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Wadlen amendment under the five-minute rule.,hr1,,2011-01-17,,12:21:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Walden amendment, the Chair put the question on adoption of the amendment and by voice vote, announced the ayes had prevailed. Mr. Walden demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until a time to be announced.",hr1,,2011-01-17,,13:15:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Lowey amendment number 334 under the five-minute rule.,hr1,,2011-01-17,,13:16:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Woolsey amendment number 413 under the five-minute rule pending reservation of a point of order.,hr1,,2011-01-17,,13:18:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Camp amendment number 516 under the five-minute rule.,hr1,,2011-01-17,,13:24:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Camp amendment, the Chair put the question on adoption of the amendment and by voice vote, announced the noes had prevailed. Mr. Camp demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until a time to be announced.",hr1,,2011-01-17,,13:49:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Eshoo amendment number 576 under the five-minute rule pending reservation of a point of order.,hr1,,2011-01-17,,13:50:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Lummis amendment number 195 under the five-minute rule.,hr1,,2011-01-17,,14:30:00,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Lummis amendment, the Chair put the question on adoption of the amendment and by voice vote, announced the ayes had prevailed. Mr. Moran (VA) demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until a time to be announced.",hr1,,2011-01-17,,14:59:00,action
"DEBATE - The Committee of the Whole proceeded with debate on the Lee (CA) amendment number 222 under the five-minute rule, pending reservation of a point of order.",hr1,,2011-01-17,,15:00:00,action
DEBATE - The Committee of the Whole proceeded with debate on the Wasserman Schultz amendment number 211 under the five-minute rule.,hr1,,2011-01-17,,15:07:00,action
