_action_text,_bill,_committees,_date,_status,_time,_type
Read twice and referred to the Committee on Environment and Public Works.,s19,SSEV,2013-01-27,INTRODUCED,,referral
Read twice and referred to the Committee on Finance.,s20,SSFI,2013-01-27,INTRODUCED,,referral
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s21,SSGA,2013-01-22,INTRODUCED,,referral
Read twice and referred to the Committee on the Judiciary.,s22,SSJU,2013-01-22,INTRODUCED,,referral
Read twice and referred to the Committee on Energy and Natural Resources.,s23,SSEG,2013-01-22,INTRODUCED,,referral
Committee on Energy and Natural Resources. Ordered to be reported without amendment favorably.,s23,SSEG,2013-01-14,REPORTED,,calendar
Committee on Energy and Natural Resources. Reported by Senator Wyden without amendment. With written report No. 113-14.,s23,SSEG,2013-01-22,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 45.,s23,,2013-01-22,,,calendar
Passed Senate without amendment by Unanimous Consent.,s23,,2013-01-19,PASS_OVER:SENATE,,vote
Received in the House.,s23,,2013-01-20,,14:00:00,action
Message on Senate action sent to the House.,s23,,2013-01-20,,,action
Referred to the House Committee on Natural Resources.,s23,HSII,2013-01-20,,,referral
Referred to the Subcommittee on Public Lands and Environmental Regulation.,s23,,2013-01-21,,,referral
Mr. Hastings (WA) moved to suspend the rules and pass the bill.,s23,,2014-01-04,,17:00:00,action
Considered under suspension of the rules.,s23,,2014-01-04,,17:00:00,action
DEBATE - The House proceeded with forty minutes of debate on S. 23.,s23,,2014-01-04,,17:00:00,action
On motion to suspend the rules and pass the bill Agreed to by voice vote.,s23,,2014-01-04,PASSED:BILL,17:11:00,vote
Presented to President.,s23,,2014-01-06,,,topresident
Signed by President.,s23,,2014-01-13,ENACTED:SIGNED,,signed
Became Public Law No: 113-87.,s23,,2014-01-13,,,enacted
Read twice and referred to the Committee on Finance.,s24,SSFI,2013-01-22,INTRODUCED,,referral
Read twice and referred to the Committee on Energy and Natural Resources.,s25,SSEG,2013-01-22,INTRODUCED,,referral
Committee on Energy and Natural Resources. Ordered to be reported without amendment favorably.,s25,SSEG,2013-01-14,REPORTED,,calendar
Committee on Energy and Natural Resources. Reported by Senator Wyden without amendment. With written report No. 113-15.,s25,SSEG,2013-01-22,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 46.,s25,,2013-01-22,,,calendar
Passed Senate without amendment by Unanimous Consent.,s25,,2013-01-19,PASS_OVER:SENATE,,vote
Received in the House.,s25,,2013-01-20,,14:00:00,action
Message on Senate action sent to the House.,s25,,2013-01-20,,,action
Held at the desk.,s25,,2013-01-20,,15:41:00,action
"Mr. Fitzpatrick moved to suspend the rules and pass the bill, as amended.",s25,,2014-01-11,,14:03:00,action
Considered under suspension of the rules.,s25,,2014-01-11,,14:03:00,action
DEBATE - The House proceeded with forty minutes of debate on S. 25.,s25,,2014-01-11,,14:03:00,action
"At the conclusion of debate, the Yeas and Nays were demanded and ordered. Pursuant to the provisions of clause 8, rule XX, the Chair announced that further proceedings on the motion would be postponed.",s25,,2014-01-11,,14:21:00,action
Considered as unfinished business.,s25,,2014-01-11,,15:02:00,action
"On motion to suspend the rules and pass the bill, as amended Agreed to by the Yeas and Nays: (2/3 required): 326 - 90, 1 Present (Roll no. 60).",s25,,2014-01-11,PASS_BACK:HOUSE,15:11:00,vote
Message on House action received in Senate and at desk: House amendment to Senate bill.,s25,,2014-01-12,,,action
"Pursuant to the provisions of H. Con. Res. 81, enrollment corrections on S. 25 have been made.",s25,,2014-01-12,,15:15:00,action
Senate agreed to House amendment to Senate bill by Yea-Nay Vote. 95 - 3. Record Vote Number: 35.,s25,,2014-01-12,PASSED:BILL,,vote
Message on Senate action sent to the House.,s25,,2014-01-12,,,action
Presented to President.,s25,,2014-01-14,,,topresident
Signed by President.,s25,,2014-01-15,ENACTED:SIGNED,,signed
Became Public Law No: 113-82.,s25,,2014-01-15,,,enacted
Read twice and referred to the Committee on Energy and Natural Resources.,s26,SSEG,2013-01-22,INTRODUCED,,referral
Committee on Energy and Natural Resources. Ordered to be reported without amendment favorably.,s26,SSEG,2013-01-14,REPORTED,,calendar
Committee on Energy and Natural Resources. Reported by Senator Wyden without amendment. With written report No. 113-16.,s26,SSEG,2013-01-22,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 47.,s26,,2013-01-22,,,calendar
Passed Senate without amendment by Unanimous Consent.,s26,,2013-01-19,PASS_OVER:SENATE,,vote
Received in the House.,s26,,2013-01-20,,14:00:00,action
Message on Senate action sent to the House.,s26,,2013-01-20,,,action
Held at the desk.,s26,,2013-01-20,,15:41:00,action
Read twice and referred to the Committee on Energy and Natural Resources.,s27,SSEG,2013-01-22,INTRODUCED,,referral
"Committee on Energy and Natural Resources Subcommittee on Public Lands, Forests, and Mining. Hearings held. With printed Hearing: S.Hrg. 113-28.",s27,SSEG,2013-01-25,,,hearings
Committee on Energy and Natural Resources. Ordered to be reported without amendment favorably.,s27,SSEG,2013-01-16,REPORTED,,calendar
Committee on Energy and Natural Resources. Reported by Senator Wyden without amendment. With written report No. 113-49.,s27,SSEG,2013-01-27,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 103.,s27,,2013-01-27,,,calendar
Read twice and referred to the Committee on Energy and Natural Resources.,s28,SSEG,2013-01-22,INTRODUCED,,referral
"Committee on Energy and Natural Resources Subcommittee on Public Lands, Forests, and Mining. Hearings held. With printed Hearing: S.Hrg. 113-28.",s28,SSEG,2013-01-25,,,hearings
Committee on Energy and Natural Resources. Ordered to be reported with amendments favorably.,s28,SSEG,2013-01-18,REPORTED,,calendar
Committee on Energy and Natural Resources. Reported by Senator Wyden with amendments and an amendment to the title. With written report No. 113-92.,s28,SSEG,2013-01-10,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 170.,s28,,2013-01-10,,,calendar
Read twice and referred to the Committee on Appropriations.,s29,SSAP,2013-01-22,INTRODUCED,,referral
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s30,SSGA,2013-01-22,INTRODUCED,,referral
Read twice and referred to the Committee on Finance.,s31,SSFI,2013-01-22,INTRODUCED,,referral
Read twice and referred to the Committee on the Judiciary.,s32,SSJU,2013-01-22,INTRODUCED,,referral
Read twice and referred to the Committee on the Judiciary.,s33,SSJU,2013-01-22,INTRODUCED,,referral
Read twice and referred to the Committee on the Judiciary.,s34,SSJU,2013-01-22,INTRODUCED,,referral
Read twice and referred to the Committee on the Judiciary.,s35,SSJU,2013-01-22,INTRODUCED,,referral
Read twice and referred to the Committee on the Judiciary.,s36,SSJU,2013-01-22,INTRODUCED,,referral
Read twice and referred to the Committee on Energy and Natural Resources.,s37,SSEG,2013-01-22,INTRODUCED,,referral
"Committee on Energy and Natural Resources Subcommittee on Public Lands, Forests, and Mining. Hearings held. With printed Hearing: S.Hrg. 113-85.",s37,SSEG,2013-01-30,,,hearings
Committee on Energy and Natural Resources. Ordered to be reported with an amendment in the nature of a substitute favorably.,s37,SSEG,2013-01-19,REPORTED,,calendar
Committee on Energy and Natural Resources. Reported by Senator Landrieu with an amendment in the nature of a substitute. With written report No. 113-165.,s37,SSEG,2014-01-22,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 391.,s37,,2014-01-22,,,calendar
Read twice and referred to the Committee on the Judiciary.,s38,SSJU,2013-01-22,INTRODUCED,,referral
Read twice and referred to the Committee on Finance.,s39,SSFI,2013-01-22,INTRODUCED,,referral
Read twice and referred to the Committee on Finance.,s40,SSFI,2013-01-22,INTRODUCED,,referral
Read twice and referred to the Committee on Finance.,s41,SSFI,2013-01-22,INTRODUCED,,referral
Sponsor introductory remarks on measure.,s42,,2013-01-22,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s42,SSJU,2013-01-22,REFERRED,,referral
Committee on the Judiciary. Ordered to be reported with an amendment in the nature of a substitute favorably.,s42,SSJU,2013-01-31,REPORTED,,calendar
Committee on the Judiciary. Reported by Senator Leahy with an amendment in the nature of a substitute. Without written report.,s42,SSJU,2013-01-31,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 233.,s42,,2013-01-31,,,calendar
Passed Senate with an amendment by Unanimous Consent.,s42,,2013-01-04,PASS_OVER:SENATE,,vote
Message on Senate action sent to the House.,s42,,2013-01-05,,,action
Received in the House.,s42,,2013-01-12,,14:11:00,action
Held at the desk.,s42,,2013-01-12,,20:33:00,action
Read twice and referred to the Committee on the Budget.,s43,SSBU,2013-01-22,INTRODUCED,,referral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s44,SSHR,2013-01-22,INTRODUCED,,referral
Read twice and referred to the Committee on Energy and Natural Resources.,s45,SSEG,2013-01-22,INTRODUCED,,referral
Read twice and referred to the Committee on Finance.,s46,SSFI,2013-01-22,INTRODUCED,,referral
Sponsor introductory remarks on measure.,s47,,2013-01-22,INTRODUCED,,action
Introduced in the Senate. Read the first time. Placed on Senate Legislative Calendar under Read the First Time.,s47,,2013-01-22,,,action
Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 1.,s47,,2013-01-28,REPORTED,,calendar
Motion to proceed to consideration of measure made in Senate.,s47,,2013-01-31,,,action
Motion to proceed to measure considered in Senate.,s47,,2013-01-04,,,action
Motion to proceed to consideration of measure agreed to in Senate by Yea-Nay Vote. 85 - 8. Record Vote Number: 12.,s47,,2013-01-04,,,action
Measure laid before Senate by motion.,s47,,2013-01-04,,,action
Considered by Senate.,s47,,2013-01-07,,,action
Considered by Senate.,s47,,2013-01-11,,,action
Considered by Senate.,s47,,2013-01-12,,,action
Passed Senate with amendments by Yea-Nay Vote. 78 - 22. Record Vote Number: 19.,s47,,2013-01-12,PASS_OVER:SENATE,,vote
Message on Senate action sent to the House.,s47,,2013-01-12,,,action
Received in the House.,s47,,2013-01-12,,22:25:00,action
Held at the desk.,s47,,2013-01-12,,22:42:00,action
"Rules Committee Resolution H. Res. 83 Reported to House. Rule provides for consideration of S. 47 with 1 hour of general debate. Previous question shall be considered as ordered without intervening motions except motion to recommit with or without instructions. Measure will be considered read. A specified amendment is in order. The resolution waives all points of order against provisions in the bill. It provides that an amendment in the nature of a substitute consisting of the text of Rules Committee Print 113-2, if offered by the Majority Leader or his designee, which shall be separately debatable for 20 minutes equally divided and controlled by the proponent and an opponent.",s47,HSRU,2013-01-26,,19:13:00,action
Rule H. Res. 83 passed House.,s47,,2013-01-27,,15:54:00,action
Considered under the provisions of rule H. Res. 83.,s47,,2013-01-28,,09:14:00,action
"Rule provides for consideration of S. 47 with 1 hour of general debate. Previous question shall be considered as ordered without intervening motions except motion to recommit with or without instructions. Measure will be considered read. A specified amendment is in order. The resolution waives all points of order against provisions in the bill. It provides that an amendment in the nature of a substitute consisting of the text of Rules Committee Print 113-2, if offered by the Majority Leader or his designee, which shall be separately debatable for 20 minutes equally divided and controlled by the proponent and an opponent.",s47,HSRU,2013-01-28,,09:15:00,action
DEBATE - The House proceeded with one hour of debate on S. 47.,s47,,2013-01-28,,09:16:00,action
"DEBATE - Pursuant to the provisions of H.Res. 83, the House proceeded with 20 minutes of debate on the McMorris Rodgers amendment in the nature of a substitute.",s47,,2013-01-28,,10:49:00,action
DEBATE - The House resumed with debate on the McMorris Rodgers amendment in the nature of a substitute.,s47,,2013-01-28,,10:58:00,action
On passage Passed by recorded vote: 286 - 138 (Roll no. 55).,s47,,2013-01-28,PASSED:BILL,11:57:00,vote
Motion to reconsider laid on the table Agreed to without objection.,s47,,2013-01-28,,11:57:00,action
Presented to President.,s47,,2013-01-04,,,topresident
Signed by President.,s47,,2013-01-07,ENACTED:SIGNED,,signed
Became Public Law No: 113-4.,s47,,2013-01-07,,,enacted
Read twice and referred to the Committee on the Judiciary.,s48,SSJU,2013-01-22,INTRODUCED,,referral
Read twice and referred to the Committee on Veterans' Affairs.,s49,SSVA,2013-01-22,INTRODUCED,,referral
Committee on Veterans' Affairs. Hearings held. Hearings printed: S.Hrg. 113-203.,s49,SSVA,2013-01-09,,,hearings
Read twice and referred to the Committee on Environment and Public Works.,s50,SSEV,2013-01-22,INTRODUCED,,referral
Read twice and referred to the Committee on Environment and Public Works.,s51,SSEV,2013-01-22,INTRODUCED,,referral
Committee on Environment and Public Works. Ordered to be reported without amendment favorably.,s51,SSEV,2014-01-06,REPORTED,,calendar
Committee on Environment and Public Works. Reported by Senator Boxer without amendment. With written report No. 113-183.,s51,SSEV,2014-01-05,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 413.,s51,,2014-01-05,,,calendar
Read twice and referred to the Committee on Environment and Public Works.,s52,SSEV,2013-01-22,INTRODUCED,,referral
Read twice and referred to the Committee on Environment and Public Works.,s53,SSEV,2013-01-22,INTRODUCED,,referral
Sponsor introductory remarks on measure.,s54,,2013-01-22,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s54,SSJU,2013-01-22,REFERRED,,referral
"Committee on the Judiciary Subcommittee on the Constitution, Civil Rights and Human Rights. Hearings held.",s54,SSJU,2013-01-12,,,hearings
Committee on the Judiciary. Ordered to be reported with an amendment favorably.,s54,SSJU,2013-01-07,REPORTED,,calendar
Committee on the Judiciary. Reported by Senator Leahy with an amendment in the nature of a substitute. Without written report.,s54,SSJU,2013-01-11,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 23.,s54,,2013-01-11,,,calendar
By Senator Leahy from Committee on the Judiciary filed written report under authority of the order of the Senate of 03/23/2013. Report No. 113-9. Additional and Minority views filed.,s54,SSJU,2013-01-05,,,action
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s55,SSGA,2013-01-22,INTRODUCED,,referral
Read twice and referred to the Committee on Finance.,s56,SSFI,2013-01-22,INTRODUCED,,referral
Read twice and referred to the Committee on Finance.,s57,SSFI,2013-01-22,INTRODUCED,,referral
Read twice and referred to the Committee on Rules and Administration.,s58,SSRA,2013-01-22,INTRODUCED,,referral
Read twice and referred to the Committee on Energy and Natural Resources.,s59,SSEG,2013-01-22,INTRODUCED,,referral
Committee on Energy and Natural Resources Subcommittee on National Parks. Hearings held. With printed Hearing: S.Hrg. 113-27.,s59,SSEG,2013-01-23,,,hearings
Committee on Energy and Natural Resources. Ordered to be reported without amendment favorably.,s59,SSEG,2013-01-16,REPORTED,,calendar
Committee on Energy and Natural Resources. Reported by Senator Wyden without amendment. With written report No. 113-50.,s59,SSEG,2013-01-27,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 104.,s59,,2013-01-27,,,calendar
Read twice and referred to the Committee on Energy and Natural Resources.,s60,SSEG,2013-01-22,INTRODUCED,,referral
Read twice and referred to the Committee on Energy and Natural Resources.,s61,SSEG,2013-01-22,INTRODUCED,,referral
Read twice and referred to the Committee on Veterans' Affairs.,s62,SSVA,2013-01-22,INTRODUCED,,referral
Committee on Veterans' Affairs. Hearings held. Hearings printed: S.Hrg. 113-203.,s62,SSVA,2013-01-09,,,hearings
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s63,SSCM,2013-01-22,INTRODUCED,,referral
Sponsor introductory remarks on measure.,s64,,2013-01-23,INTRODUCED,,action
Read twice and referred to the Committee on Rules and Administration.,s64,SSRA,2013-01-23,REFERRED,,referral
Sponsor introductory remarks on measure.,s65,,2013-01-23,INTRODUCED,,action
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s65,SSGA,2013-01-23,REFERRED,,referral
Sponsor introductory remarks on measure.,s66,,2013-01-23,INTRODUCED,,action
Read twice and referred to the Committee on Environment and Public Works.,s66,SSEV,2013-01-23,REFERRED,,referral
Read twice and referred to the Committee on Environment and Public Works.,s67,SSEV,2013-01-23,INTRODUCED,,referral
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s68,SSGA,2013-01-23,INTRODUCED,,referral
Read twice and referred to the Committee on the Judiciary.,s69,SSJU,2013-01-23,INTRODUCED,,referral
Read twice and referred to the Committee on the Judiciary.,s70,SSJU,2013-01-23,INTRODUCED,,referral
Read twice and referred to the Committee on the Judiciary.,s71,SSJU,2013-01-23,INTRODUCED,,referral
Read twice and referred to the Committee on the Judiciary.,s72,SSJU,2013-01-23,INTRODUCED,,referral
Read twice and referred to the Committee on the Judiciary.,s73,SSJU,2013-01-23,INTRODUCED,,referral
Read twice and referred to the Committee on the Judiciary.,s74,SSJU,2013-01-23,INTRODUCED,,referral
Read twice and referred to the Committee on the Judiciary.,s75,SSJU,2013-01-23,INTRODUCED,,referral
Read twice and referred to the Committee on the Judiciary.,s76,SSJU,2013-01-23,INTRODUCED,,referral
Read twice and referred to the Committee on Finance.,s77,SSFI,2013-01-23,INTRODUCED,,referral
Read twice and referred to the Committee on the Judiciary.,s78,SSJU,2013-01-23,INTRODUCED,,referral
Read twice and referred to the Committee on the Judiciary.,s79,SSJU,2013-01-23,INTRODUCED,,referral
Read twice and referred to the Committee on the Judiciary.,s80,SSJU,2013-01-23,INTRODUCED,,referral
Introduced in the Senate. Read the first time. Placed on Senate Legislative Calendar under Read the First Time.,s81,,2013-01-23,INTRODUCED,,action
Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 3.,s81,,2013-01-28,REPORTED,,calendar
Introduced in the Senate. Read the first time. Placed on Senate Legislative Calendar under Read the First Time.,s82,,2013-01-23,INTRODUCED,,action
Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 4.,s82,,2013-01-28,REPORTED,,calendar
Introduced in the Senate. Read the first time. Placed on Senate Legislative Calendar under Read the First Time.,s83,,2013-01-23,INTRODUCED,,action
Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 5.,s83,,2013-01-28,REPORTED,,calendar
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s84,SSHR,2013-01-23,INTRODUCED,,referral
"Committee on Health, Education, Labor, and Pensions. Hearings held.",s84,SSHR,2014-01-01,,,hearings
Sponsor introductory remarks on measure.,s85,,2013-01-23,INTRODUCED,,action
Read twice and referred to the Committee on Rules and Administration.,s85,SSRA,2013-01-23,REFERRED,,referral
Committee on Rules and Administration. Hearings held.,s85,SSRA,2014-01-12,,,hearings
Read twice and referred to the Committee on Finance.,s86,SSFI,2013-01-23,INTRODUCED,,referral
Read twice and referred to the Committee on Finance.,s87,SSFI,2013-01-23,INTRODUCED,,referral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s88,SSHR,2013-01-23,INTRODUCED,,referral
Read twice and referred to the Committee on Environment and Public Works.,s89,SSEV,2013-01-23,INTRODUCED,,referral
Read twice and referred to the Committee on Finance.,s90,SSFI,2013-01-23,INTRODUCED,,referral
Read twice and referred to the Committee on Finance.,s91,SSFI,2013-01-23,INTRODUCED,,referral
Read twice and referred to the Committee on Finance.,s92,SSFI,2013-01-23,INTRODUCED,,referral
Read twice and referred to the Committee on Finance.,s93,SSFI,2013-01-23,INTRODUCED,,referral
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s94,SSBK,2013-01-23,INTRODUCED,,referral
Read twice and referred to the Committee on Foreign Relations.,s95,SSFR,2013-01-23,INTRODUCED,,referral
Read twice and referred to the Committee on Energy and Natural Resources.,s96,SSEG,2013-01-23,INTRODUCED,,referral
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s97,SSGA,2013-01-23,INTRODUCED,,referral
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s98,SSGA,2013-01-23,INTRODUCED,,referral
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s99,SSGA,2013-01-23,INTRODUCED,,referral
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s100,SSBK,2013-01-23,INTRODUCED,,referral
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s101,SSBK,2013-01-23,INTRODUCED,,referral
Read twice and referred to the Committee on Foreign Relations.,s102,SSFR,2013-01-23,INTRODUCED,,referral
Sponsor introductory remarks on measure.,s103,,2013-01-23,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s103,SSEG,2013-01-23,REFERRED,,referral
Read twice and referred to the Committee on Energy and Natural Resources.,s104,SSEG,2013-01-23,INTRODUCED,,referral
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s105,SSGA,2013-01-23,INTRODUCED,,referral
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s106,SSCM,2013-01-23,INTRODUCED,,referral
Read twice and referred to the Committee on Environment and Public Works.,s107,SSEV,2013-01-23,INTRODUCED,,referral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s108,SSHR,2013-01-23,INTRODUCED,,referral
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s109,SSGA,2013-01-23,INTRODUCED,,referral
Read twice and referred to the Committee on the Budget.,s110,SSBU,2013-01-23,INTRODUCED,,referral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s111,SSHR,2013-01-23,INTRODUCED,,referral
Read twice and referred to the Committee on Energy and Natural Resources.,s112,SSEG,2013-01-23,INTRODUCED,,referral
Committee on Energy and Natural Resources. Ordered to be reported without amendment favorably.,s112,SSEG,2013-01-14,REPORTED,,calendar
Committee on Energy and Natural Resources. Reported by Senator Wyden without amendment. With written report No. 113-17.,s112,SSEG,2013-01-22,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 48.,s112,,2013-01-22,,,calendar
Passed Senate without amendment by Unanimous Consent.,s112,,2013-01-19,PASS_OVER:SENATE,,vote
Received in the House.,s112,,2013-01-20,,14:00:00,action
Message on Senate action sent to the House.,s112,,2013-01-20,,,action
Referred to the House Committee on Natural Resources.,s112,HSII,2013-01-20,,,referral
Referred to the Subcommittee on Public Lands and Environmental Regulation.,s112,,2013-01-21,,,referral
Sponsor introductory remarks on measure.,s113,,2013-01-23,INTRODUCED,,action
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s113,SSBK,2013-01-23,REFERRED,,referral
Sponsor introductory remarks on measure.,s114,,2013-01-23,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s114,SSJU,2013-01-23,REFERRED,,referral
Read twice and referred to the Committee on Finance.,s115,SSFI,2013-01-23,INTRODUCED,,referral
Sponsor introductory remarks on measure.,s116,,2013-01-23,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s116,SSHR,2013-01-23,REFERRED,,referral
Read twice and referred to the Committee on Finance.,s117,SSFI,2013-01-23,INTRODUCED,,referral
Read twice and referred to the Committee on Rules and Administration.,s118,SSRA,2013-01-23,INTRODUCED,,referral
Read twice and referred to the Committee on Foreign Relations.,s119,SSFR,2013-01-23,INTRODUCED,,referral
Read twice and referred to the Committee on Foreign Relations.,s120,SSFR,2013-01-23,INTRODUCED,,referral
Committee on Foreign Relations. Ordered to be reported with an amendment in the nature of a substitute favorably.,s120,SSFR,2013-01-17,REPORTED,,calendar
Committee on Foreign Relations. Reported by Senator Menendez with an amendment in the nature of a substitute. Without written report.,s120,SSFR,2013-01-10,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 217.,s120,,2013-01-10,,,calendar
Read twice and referred to the Committee on the Judiciary.,s121,SSJU,2013-01-23,INTRODUCED,,referral
Sponsor introductory remarks on measure.,s122,,2013-01-23,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s122,SSFI,2013-01-23,REFERRED,,referral
Read twice and referred to the Committee on Rules and Administration.,s123,SSRA,2013-01-23,INTRODUCED,,referral
Introduced in the Senate. Read the first time. Placed on Senate Legislative Calendar under Read the First Time.,s124,,2013-01-23,INTRODUCED,,action
Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 6.,s124,,2013-01-28,REPORTED,,calendar
Read twice and referred to the Committee on Environment and Public Works.,s125,SSEV,2013-01-24,INTRODUCED,,referral
Read twice and referred to the Committee on Rules and Administration.,s126,SSRA,2013-01-24,INTRODUCED,,referral
Read twice and referred to the Committee on Finance.,s127,SSFI,2013-01-24,INTRODUCED,,referral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s128,SSHR,2013-01-24,INTRODUCED,,referral
Read twice and referred to the Committee on the Judiciary.,s129,SSJU,2013-01-24,INTRODUCED,,referral
Read twice and referred to the Committee on Energy and Natural Resources.,s130,SSEG,2013-01-24,INTRODUCED,,referral
Committee on Energy and Natural Resources. Ordered to be reported without amendment favorably.,s130,SSEG,2013-01-14,REPORTED,,calendar
Committee on Energy and Natural Resources. Reported by Senator Wyden without amendment. With written report No. 113-18.,s130,SSEG,2013-01-22,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 49.,s130,,2013-01-22,,,calendar
Passed Senate without amendment by Unanimous Consent.,s130,,2013-01-19,PASS_OVER:SENATE,,vote
Received in the House.,s130,,2013-01-20,,14:00:00,action
Message on Senate action sent to the House.,s130,,2013-01-20,,,action
Referred to the House Committee on Natural Resources.,s130,HSII,2013-01-20,,,referral
Referred to the Subcommittee on Public Lands and Environmental Regulation.,s130,,2013-01-21,,,referral
Subcommittee Hearings Held.,s130,,2013-01-19,,,action
