_action_text,_bill,_committees,_date,_status,_time,_type
Measure laid before Senate by unanimous consent.,hr2,,2015-01-14,,,action
Point of order that the measure violates the CBA raised in Senate.,hr2,,2015-01-14,,,action
Motion to waive all applicable budgetary discipline with respect to the measure agreed to in Senate by Yea-Nay Vote. 71 - 29. Record Vote Number: 143.,hr2,,2015-01-14,,,action
Passed Senate without amendment by Yea-Nay Vote. 92 - 8. Record Vote Number: 144.,hr2,,2015-01-14,PASSED:BILL,,vote
Message on Senate action sent to the House.,hr2,,2015-01-15,,,action
Presented to President.,hr2,,2015-01-16,,,topresident
Signed by President.,hr2,,2015-01-16,ENACTED:SIGNED,,signed
Became Public Law No: 114-10.,hr2,,2015-01-16,,,enacted
Introduced in House,hr3,,2015-01-06,INTRODUCED,,action
Referred to House Transportation and Infrastructure,hr3,HSPW,2015-01-06,REFERRED,,referral
"Referred to the Committee on Transportation and Infrastructure, and in addition to the Committees on Energy and Commerce, and Natural Resources, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr3,,2015-01-06,,,referral
Referred to House Energy and Commerce,hr3,HSIF,2015-01-06,,,referral
Referred to House Natural Resources,hr3,HSII,2015-01-06,,,referral
Rules Committee Resolution H. Res. 19 Reported to House. Previous question shall be considered as ordered without intervening motions except motion to recommit with or without instructions. All points of order against the bills are waived. The bills shall be considered as read.,hr3,,2015-01-07,,15:44:31,action
Considered under the provisions of rule H. Res. 19.,hr3,,2015-01-09,,11:04:38,action
Previous question shall be considered as ordered without intervening motions except motion to recommit with or without instructions. All points of order against the bills are waived. The bills shall be considered as read.,hr3,,2015-01-09,,11:04:43,action
DEBATE - The House proceeded with one hour of debate on H.R. 3.,hr3,,2015-01-09,,11:05:02,action
The previous question was ordered pursuant to the rule.,hr3,,2015-01-09,,12:22:07,action
Mr. Garamendi moved to recommit with instructions to the Committee on Transportation.,hr3,HSPW,2015-01-09,,12:22:16,action
"DEBATE - The House proceeded with up to ten minutes of debate on the Garamendi motion to recommit with instructions, pending reservation of a point of order. The instructions contained in the motion seek to require the bill to be reported back to the House with an amendment which would require TransCanada, the developer of the Keystone XL pipeline, to certify to the President that the oil or other products derived from Canadian oil sands that are transported through the pipeline will be treated similarly to conventional crude oil for the purposes of determining contributions that fund the Oil Spill Liability Trust Fund. Subsequently, the reservation of a point of order was withdrawn.",hr3,,2015-01-09,,12:22:40,action
The previous question on the motion to recommit with instructions was ordered without objection.,hr3,,2015-01-09,,12:32:33,action
On motion to recommit with instructions Failed by the Yeas and Nays: 180 - 237 (Roll no. 15).,hr3,HSPW,2015-01-09,,12:57:45,action
"On passage Passed by the Yeas and Nays: 266 - 153, 1 Present (Roll no. 16).",hr3,,2015-01-09,PASS_OVER:HOUSE,13:06:23,vote
Motion to reconsider laid on the table Agreed to without objection.,hr3,,2015-01-09,,13:06:24,action
Received in the Senate. Read twice. Placed on Senate Legislative Calendar under General Orders. Calendar No. 3.,hr3,,2015-01-12,,,calendar
Introduced in House,hr5,,2015-01-03,INTRODUCED,,action
Referred to House Education and the Workforce,hr5,HSED,2015-01-03,REFERRED,,referral
"Referred to the Committee on Education and the Workforce, and in addition to the Committee on Financial Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr5,,2015-01-03,,,referral
Referred to House Financial Services,hr5,HSBA,2015-01-03,,,referral
Committee Consideration and Mark-up Session Held.,hr5,HSED,2015-01-11,,,action
Ordered to be Reported (Amended) by the Yeas and Nays: 21 - 16.,hr5,HSED,2015-01-11,REPORTED,,calendar
"Reported (Amended) by the Committee on Education and the Workforce. H. Rept. 114-24, Part I.",hr5,HSED,2015-01-20,,,action
Committee on Financial Services discharged.,hr5,HSBA,2015-01-20,,,action
"Placed on the Union Calendar, Calendar No. 16.",hr5,,2015-01-20,,,calendar
"Rules Committee Resolution H. Res. 121 Reported to House. Rule provides for consideration of H.R. 529 and H.R. 5. Provides for one hour of debate, waives all points of order against consideration of the bills. Section 1 of the resolution provides that the amendment in the nature of a substitute printed in the bill shall be considered as adopted and the bill, as amended shall be considered read. The resolution provides one motion to recommit with or without instructions. Section 2 provides that no further consideration of H.R. 5 shall be in order except pursuant to a subsequent order of the House. Section 3 waives the requirement of clause 6(a) of rule XIII for a two-thirds vote to consider a report from the Committee on Rules on the same day it is presented to the House with respect to any resolution reported through the legislative day of March 2, 2015, relating to a measure making continuing appropriations for the Department of Homeland Security for the fiscal year",hr5,,2015-01-24,,19:14:31,action
Rule H. Res. 121 passed House.,hr5,,2015-01-25,,14:20:03,action
Considered under the provisions of rule H. Res. 121.,hr5,,2015-01-25,,15:55:52,action
"Rule provides for consideration of H.R. 529 and H.R. 5. Provides for one hour of debate, waives all points of order against consideration of the bills. Section 1 of the resolution provides that the amendment in the nature of a substitute printed in the bill shall be considered as adopted and the bill, as amended shall be considered read. The resolution provides one motion to recommit with or without instructions. Section 2 provides that no further consideration of H.R. 5 shall be in order except pursuant to a subsequent order of the House. Section 3 waives the requirement of clause 6(a) of rule XIII for a two-thirds vote to consider a report from the Committee on Rules on the same day it is presented to the House with respect to any resolution reported through the legislative day of March 2, 2015, relating to a measure making continuing appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2015. Section 4 provides that it shall be in order at any time through the calendar day of March 1, 2015, for the Speaker to entertain motions that the House suspend the rules as though under clause 1 of rule XV, relating to a measure making or continuing appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2015.",hr5,,2015-01-25,,15:55:57,action
House resolved itself into the Committee of the Whole House on the state of the Union pursuant to H. Res. 121 and Rule XVIII.,hr5,,2015-01-25,,15:56:54,action
The Speaker designated the Honorable Chris Collins to act as Chairman of the Committee.,hr5,,2015-01-25,,15:56:55,action
GENERAL DEBATE - The Committee of the Whole proceeded with one hour of general debate on H.R. 5.,hr5,,2015-01-25,,15:57:28,action
Committee of the Whole House on the state of the Union rises leaving H.R. 5 as unfinished business.,hr5,,2015-01-25,,17:07:07,action
"Rules Committee Resolution H. Res. 125 Reported to House. Previous question shall be considered as ordered without intervening motions except motion to recommit with or without instructions. The rule provides for further consideration of H.R. 5. The rule provides that an amendment in the nature of a substitute consisting of the text of Rules Committee Print 114-8, modified by the amendment printed in part A of the Rules Committee report, shall be considered as adopted. No further amendment to the bill shall be in order except those printed in part B of the report of the Committee on Rules.",hr5,,2015-01-25,,21:56:01,action
Rule H. Res. 125 passed House.,hr5,,2015-01-26,,15:12:07,action
Considered as unfinished business.,hr5,,2015-01-26,,15:21:29,action
The House resolved into Committee of the Whole House on the state of the Union for further consideration.,hr5,,2015-01-26,,15:21:49,action
"DEBATE - Pursuant to the provisions of H.Res. 125, the Committee of the Whole proceeded with 10 minutes of debate on the Kennedy Part B Amendment No. 1.",hr5,,2015-01-26,,15:22:51,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Kennedy amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the noes had prevailed. Mr. Kennedy demanded a recorded vote and the Chair postponed further proceedings on the question of adoption until a time to be announced.",hr5,,2015-01-26,,15:31:00,action
"DEBATE - Pursuant to the provisions of H. Res. 125, the Committee of the Whole proceeded with 10 minutes of debate on the Grothman Part B Amendment No. 2.",hr5,,2015-01-26,,15:31:32,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Grothman amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the noes had prevailed. Mr. Grothman demanded a recorded vote and the Chair postponed further proceedings on the question of adoption until a time to be announced.",hr5,,2015-01-26,,15:41:30,action
"DEBATE - Pursuant to the provisions of H. Res. 125, the Committee of the Whole proceeded with 10 minutes of debate on the Meeks Part B Amendment No. 3.",hr5,,2015-01-26,,15:41:55,action
"DEBATE - Pursuant to the provisions of H. Res. 125, the Committee of the Whole proceeded with 10 minutes of debate on the Lawrence Part B Amendment No. 4.",hr5,,2015-01-26,,15:49:18,action
"DEBATE - Pursuant to the provisions of H. Res. 125, the Committee of the Whole proceeded with 10 minutes of debate on the Goodlatte Part B Amendment No. 5.",hr5,,2015-01-26,,15:55:00,action
"DEBATE - Pursuant to the provisions of H. Res. 125, the Committee of the Whole proceeded with 10 minutes of debate on the Castro (TX) Part B Amendment No. 6.",hr5,,2015-01-26,,16:04:36,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Castro (TX) amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the noes had prevailed. Mr. Castro (TX) demanded a recorded vote and the Chair postponed further proceedings on the question of adoption until a time to be announced.",hr5,,2015-01-26,,16:11:04,action
"DEBATE - Pursuant to the provisions of H. Res. 125, the Committee of the Whole proceeded with 10 minutes of debate on the Langevin Part B Amendment No. 7.",hr5,,2015-01-26,,16:11:29,action
"DEBATE - Pursuant to the provisions of H. Res. 125, the Committee of the Whole proceeded with 10 minutes of debate on the Barletta Part B Amendment No. 8.",hr5,,2015-01-26,,16:17:01,action
"DEBATE - Pursuant to the provisions of H. Res. 125, the Committee of the Whole proceeded with 10 minutes of debate on the Quigley Part B Amendment No. 9.",hr5,,2015-01-26,,16:25:11,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Quigley amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the noes had prevailed. Mr. Quigley demanded a recorded vote and the Chair postponed further proceedings on the question of adoption until a time to be announced.",hr5,,2015-01-26,,16:31:49,action
"DEBATE - Pursuant to the provisions of H. Res. 125, the Committee of the Whole proceeded with 10 minutes of debate on the Fudge Part B Amendment No. 10.",hr5,,2015-01-26,,16:32:24,action
"DEBATE - Pursuant to the provisions of H. Res. 125, the Committee of the Whole proceeded with 10 minutes of debate on the DeSaulnier Part B Amendment No. 11.",hr5,,2015-01-26,,16:39:08,action
"DEBATE - Pursuant to the provisions of H. Res. 125, the Committee of the Whole proceeded with 10 minutes of debate on the Davis, Rodney (IL) Part B Amendment No. 12.",hr5,,2015-01-26,,16:43:04,action
"DEBATE - Pursuant to the provisions of H. Res. 125, the Committee of the Whole proceeded with 10 minutes of debate on the Moore Part B Amendment No. 13.",hr5,,2015-01-26,,16:51:39,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Moore amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the noes had prevailed. Ms. Moore demanded a recorded vote and the Chair postponed further proceedings on the question of adoption until a time to be announced.",hr5,,2015-01-26,,16:58:27,action
"DEBATE - Pursuant to the provisions of H. Res. 125, the Committee of the Whole proceeded with 10 minutes of debate on the McKinley Part B Amendment No. 14.",hr5,,2015-01-26,,16:59:11,action
Mr. Rokita moved that the Committee now rise.,hr5,,2015-01-26,,17:02:54,action
On motion that the Committee now rise Agreed to by voice vote.,hr5,,2015-01-26,,17:02:58,action
Committee of the Whole House on the state of the Union rises leaving H.R. 5 as unfinished business.,hr5,,2015-01-26,,17:03:10,action
Considered as unfinished business.,hr5,,2015-01-26,,18:47:26,action
The House resolved into Committee of the Whole House on the state of the Union for further consideration.,hr5,,2015-01-26,,18:47:45,action
"DEBATE - Pursuant to the provisions of H. Res. 125, the Committee of the Whole proceeded with 10 minutes of debate on the Delaney Part B Amendment No. 15.",hr5,,2015-01-26,,19:36:57,action
"DEBATE - Pursuant to the provisions of H. Res. 125, the Committee of the Whole proceeded with 10 minutes of debate on the Jeffries Part B Amendment No. 16.",hr5,,2015-01-26,,19:48:18,action
"DEBATE - Pursuant to the provisions of H. Res. 125, the Committee of the Whole proceeded with 10 minutes of debate on the Clark(MA) Part B Amendment No. 17.",hr5,,2015-01-26,,19:56:13,action
"DEBATE - Pursuant to the provisions of H. Res. 125, the Committee of the Whole proceeded with 10 minutes of debate on the Cohen Part B amendment No. 18.",hr5,,2015-01-26,,20:01:41,action
"DEBATE - Pursuant to the provisions of H. Res. 125, the Committee of the Whole proceeded with 10 minutes of debate on the Wilson (FL) part B amendment No. 19.",hr5,,2015-01-26,,20:09:11,action
"DEBATE - Pursuant to the provisions of H. Res. 125, the Committee of the Whole proceeded with 10 minutes of debate on the Polis part B amendment No. 20.",hr5,,2015-01-26,,20:12:31,action
"DEBATE - Pursuant to the provisions of H. Res. 125, the Committee of the Whole proceeded with 10 minutes of debate on the Polis part B amendment No. 21.",hr5,,2015-01-26,,20:18:47,action
"DEBATE - Pursuant to the provisions of H. Res. 125, the Committee of the Whole proceeded with 10 minutes of debate on the Kelly (IL) part B amendment No. 22.",hr5,,2015-01-26,,20:23:49,action
"DEBATE - Pursuant to the provisions of H. Res. 125, the Committee of the Whole proceeded with 10 minutes of debate on the Bonamici part B amendment No. 23.",hr5,,2015-01-26,,20:28:18,action
"DEBATE - Pursuant to the provisions of H. Res. 125, the Committee of the Whole proceeded with 10 minutes of debate on the Polis part B amendment No. 24.",hr5,,2015-01-26,,20:39:34,action
"DEBATE - Pursuant to the provisions of H. Res. 125, the Committee of the Whole proceeded with 10 minutes of debate on the Jackson Lee part B amendment No. 25.",hr5,,2015-01-26,,20:46:34,action
"DEBATE - Pursuant to the provisions of H. Res. 125, the Committee of the Whole proceeded with 10 minutes of debate on the Wilson (FL) part B amendment No. 26.",hr5,,2015-01-26,,20:49:02,action
"DEBATE - Pursuant to the provisions of H. Res. 125, the Committee of the Whole proceeded with 10 minutes of debate on the Courtney part B amendment No. 27.",hr5,,2015-01-26,,20:55:34,action
"DEBATE - Pursuant to the provisions of H. Res. 125, the Committee of the Whole proceeded with 10 minutes of debate on the Nolan part B amendment No. 28.",hr5,,2015-01-26,,20:57:43,action
"DEBATE - Pursuant to the provisions of H. Res. 125, the Committee of the Whole proceeded with 10 minutes of debate on the Davis (CA) part B amendment No. 29.",hr5,,2015-01-26,,21:05:29,action
"DEBATE - Pursuant to the provisions of H. Res. 125, the Committee of the Whole proceeded with 10 minutes of debate on the Zeldin part B amendment No. 30.",hr5,,2015-01-26,,21:10:59,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Zeldin amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes had prevailed. Mr. Scott (VA) demanded a recorded vote and the Chair postponed further proceedings on the question of adoption until a time to be announced.",hr5,,2015-01-26,,21:19:20,action
"DEBATE - Pursuant to the provisions of H. Res. 125, the Committee of the Whole proceeded with 10 minutes of debate on the Hurd part B amendment No. 31.",hr5,,2015-01-26,,21:19:57,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Hurd amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes had prevailed. Mr. Hurd demanded a recorded vote and the Chair postponed further proceedings on the question of adoption until a time to be announced.",hr5,,2015-01-26,,21:19:58,action
Mr. Kline moved that the Committee rise.,hr5,,2015-01-26,,21:24:22,action
On motion that the Committee rise Agreed to by voice vote.,hr5,,2015-01-26,,21:24:38,action
Committee of the Whole House on the state of the Union rises leaving H.R. 5 as unfinished business.,hr5,,2015-01-26,,21:24:49,action
Considered as unfinished business.,hr5,,2015-01-26,,21:25:23,action
The House resolved into Committee of the Whole House on the state of the Union for further consideration.,hr5,,2015-01-26,,21:25:35,action
"DEBATE - Pursuant to the provisions of H. Res. 125, the Committee of the Whole proceeded with 10 minutes of debate on the Grayson part B amendment No. 32.",hr5,,2015-01-26,,21:26:05,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Grayson (FL) amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the noes had prevailed. Mr. Grayson (FL) demanded a recorded vote and the Chair postponed further proceedings on the question of adoption until a time to be announced.",hr5,,2015-01-26,,21:32:18,action
"DEBATE - Pursuant to the provisions of H. Res. 125, the Committee of the Whole proceeded with 10 minutes of debate on the Wilson (FL) part B amendment.",hr5,,2015-01-26,,21:33:45,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Wilson (FL) amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the noes had prevailed. Mrs. Wilson (FL) demanded a recorded vote and the Chair postponed further proceedings on the question of adoption until a time to be announced.",hr5,,2015-01-26,,21:37:52,action
"DEBATE - Pursuant to the provisions of H. Res. 125, the Committee of the Whole proceeded with 10 minutes of debate on the Castro part B amendment No. 34.",hr5,,2015-01-26,,21:38:37,action
"DEBATE - Pursuant to the provisions of H. Res. 125, the Committee of the Whole proceeded with 10 minutes of debate on the Carson part B amendment No. 35.",hr5,,2015-01-26,,21:43:47,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Carson amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the noes had prevailed. Mr. Carson demanded a recorded vote and the Chair postponed further proceedings on the question of adoption until a time to be announced.",hr5,,2015-01-26,,21:50:23,action
"DEBATE - Pursuant to the provisions of H. Res. 125, the Committee of the Whole proceeded with 10 minutes of debate on the Collins (GA) part B amendment No. 36.",hr5,,2015-01-26,,21:51:13,action
"DEBATE - Pursuant to the provisions of H. Res. 125, the Committee of the Whole proceeded with 10 minutes of debate on the Dold part B amendment No. 37.",hr5,,2015-01-26,,21:55:24,action
"DEBATE - Pursuant to the provisions of H. Res. 125, the Committee of the Whole proceeded with 10 minutes of debate on the Flores part B amendment No. 38.",hr5,,2015-01-26,,22:00:20,action
"DEBATE - Pursuant to the provisions of H. Res. 125, the Committee of the Whole proceeded with 10 minutes of debate on the Brownley part B amendment No. 39.",hr5,,2015-01-26,,22:11:23,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Brownley amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the noes had prevailed. Ms. Brownley demanded a recorded vote and the Chair postponed further proceedings on the question of adoption until a time to be announced.",hr5,,2015-01-26,,22:18:27,action
"DEBATE - Pursuant to the provisions of H. Res. 125, the Committee of the Whole proceeded with 10 minutes of debate on the Loebsack part B amendment No. 40.",hr5,,2015-01-26,,22:19:18,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Loebsack amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the noes had prevailed. Mr. Loebsack demanded a recorded vote and the Chair postponed further proceedings on the question of adoption until a time to be announced.",hr5,,2015-01-26,,22:25:05,action
"DEBATE - Pursuant to the provisions of H. Res. 125, the Committee of the Whole proceeded with 10 minutes of debate on the Polis part B amendment No. 41.",hr5,,2015-01-26,,22:26:28,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Polis amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the noes had prevailed. Mr. Polis demanded a recorded vote and the Chair postponed further proceedings on the question of adoption until a time to be announced.",hr5,,2015-01-26,,22:33:36,action
Mr. Kline moved that the Committee rise.,hr5,,2015-01-26,,22:34:01,action
On motion that the Committee rise Agreed to by voice vote.,hr5,,2015-01-26,,22:34:19,action
Committee of the Whole House on the state of the Union rises leaving H.R. 5 as unfinished business.,hr5,,2015-01-26,,22:34:29,action
Considered as unfinished business.,hr5,,2015-01-27,,12:08:02,action
The House resolved into Committee of the Whole House on the state of the Union for further consideration.,hr5,,2015-01-27,,12:08:31,action
"DEBATE - Pursuant to the provisions of H. Res. 125, the Committee of the Whole proceeded with 10 minutes of debate on the Thompson (MS) Part B Amendment No. 43.",hr5,,2015-01-27,,12:09:28,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Thompson (MS) amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the noes had prevailed. Mr. Thompson (MS) demanded a recorded vote and the Chair postponed further proceedings on the question of adoption until a time to be announced.",hr5,,2015-01-27,,12:17:16,action
"DEBATE - Pursuant to the provisions of H. Res. 125, the Committee of the Whole proceeded with 20 minutes of debate on the Scott (VA) Part B Amendment No. 44.",hr5,,2015-01-27,,12:17:47,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Scott (VA) amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the noes had prevailed. Mr. Scott (VA) demanded a recorded vote and the Chair postponed further proceedings on the question of adoption until a time to be announced.",hr5,,2015-01-27,,12:50:14,action
Mr. Kline moved that the Committee now rise.,hr5,,2015-01-27,,12:51:08,action
On motion that the Committee now rise Agreed to by voice vote.,hr5,,2015-01-27,,12:51:24,action
Committee of the Whole House on the state of the Union rises leaving H.R. 5 as unfinished business.,hr5,,2015-01-27,,12:51:34,action
Rules Committee Resolution H. Res. 347 Reported to House. Previous question shall be considered as ordered without intervening motions except motion to recommit with or without instructions. Providing for consideration of H.R. 5 and H.R. 2647.,hr5,,2015-01-07,,19:31:27,action
Considered as unfinished business.,hr5,,2015-01-08,,16:23:52,action
The House resolved into Committee of the Whole House on the state of the Union for further consideration.,hr5,,2015-01-08,,16:24:08,action
"ORDER OF PROCEDURE - Pursuant to the provisions of H. Res. 347, it shall be in order to consider the further amendments printed in part A of House Report 114-192 as if such amendments had been printed in part B of House Report 114-29. Each such amendment may be offered only in the order printed in the report, by a Member designated in the report, shall be considered read, shall be debatable for the time specified in the report, equally divided and controlled by the proponent and the opponent, shall not be subject to amendment, and shall not be subject to a demand for division of the question.",hr5,,2015-01-08,,16:25:19,action
"DEBATE - Pursuant to the provisions of H.Res. 347, the Committee of the Whole proceeded with 10 minutes of debate on the Rokita amendment No. 45.",hr5,,2015-01-08,,16:25:45,action
"DEBATE - Pursuant to the provisions of H. Res. 347, the Committee of the Whole proceeded with 10 minutes of debate on the Walker amendment No. 46.",hr5,,2015-01-08,,16:36:15,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Walker amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes had prevailed. Mr. Scott (VA) demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until a time to be announced.",hr5,,2015-01-08,,16:46:35,action
"DEBATE - Pursuant to the provisions of H. Res. 347, the Committee of the Whole proceeded with 10 minutes of debate on the Salmon amendment No. 47.",hr5,,2015-01-08,,16:47:31,action
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Salmon amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes had prevailed. Mr. Salmon demanded a recorded vote and the Chair postponed further proceedings on the question of adoption of the amendment until a time to be announced.",hr5,,2015-01-08,,16:57:34,action
"DEBATE - Pursuant to the provisions of H. Res. 347, the Committee of the Whole proceeded with 10 minutes of debate on the Polis amendment No. 48.",hr5,,2015-01-08,,16:58:00,action
"UNFINISHED BUSINESS - The Chair announced that the unfinished buisness was on adoption of amendments, which had been debated earlier and on which further proceedings had been postponed.",hr5,,2015-01-08,,17:06:03,action
The House rose from the Committee of the Whole House on the state of the Union to report H.R. 5.,hr5,,2015-01-08,,18:20:51,action
The previous question was ordered pursuant to the rule.,hr5,,2015-01-08,,18:21:09,action
The House adopted the amendments en gross as agreed to by the Committee of the Whole House on the state of the Union.,hr5,,2015-01-08,,18:21:21,action
Ms. Esty moved to recommit with instructions to the Committee on Education and the Workforce.,hr5,HSED,2015-01-08,,18:22:03,action
"DEBATE - The House proceeded with 10 minutes of debate on the Esty motion to recommit with instructions, pending reservation of a point of order. The instructions contained in the motion seek to require the bill to be reported back to the House with an amendment that would guarantee educational opportunities for children with disabilities by requiring that each state: (1) demonstrate their laws do not result in a lower standard of education than for those students without disabilities; (2) grant students with disabilities access to a regular secondary school diploma; (3) give parents the right to informed consent about their childs education; (4) cannot lower expectations or academic achievement for students with disabilities; or (5) give educational opportunities for any student, including those from racial and ethnic minorities. Additionally, the motion requires the Secretary of Education to regulate learning environments                in order to protect children with disabilitie s from abusive                seclusion and restraint practi ces.",hr5,,2015-01-08,,18:22:21,action
The previous question on the motion to recommit with instructions was ordered without objection.,hr5,,2015-01-08,,18:32:30,action
On motion to recommit with instructions Failed by recorded vote: 185 - 244 (Roll no. 422).,hr5,HSED,2015-01-08,,18:39:35,action
On passage Passed by recorded vote: 218 - 213 (Roll no. 423).,hr5,,2015-01-08,PASS_OVER:HOUSE,18:49:12,vote
Motion to reconsider laid on the table Agreed to without objection.,hr5,,2015-01-08,,18:49:13,action
"CLERK TO CORRECT AUTHORITY - Mr. Curbelo asked unanimous consent that, in the engrossment of H.R. 5, the Clerk be authorized to correct section numbers, section headings, cross references, punctuation, and indentation, and to make any other technical and conforming change necessary to reflect the actions of the House. Agreed to without objection.",hr5,,2015-01-08,,20:38:10,action
Received in the Senate. Read twice. Placed on Senate Legislative Calendar under General Orders. Calendar No. 147.,hr5,,2015-01-13,,,calendar
Introduced in House,hr6,,2015-01-19,INTRODUCED,,action
Referred to House Energy and Commerce,hr6,HSIF,2015-01-19,REFERRED,,referral
"Referred to the Committee on Energy and Commerce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr6,,2015-01-19,,,referral
Referred to House Ways and Means,hr6,HSWM,2015-01-19,,,referral
Committee Consideration and Mark-up Session Held.,hr6,HSIF,2015-01-19,,,action
Committee Consideration and Mark-up Session Held.,hr6,HSIF,2015-01-21,,,action
Ordered to be Reported (Amended) by the Yeas and Nays: 51 - 0.,hr6,HSIF,2015-01-21,REPORTED,,calendar
"Reported (Amended) by the Committee on Energy and Commerce. H. Rept. 114-190, Part I.",hr6,HSIF,2015-01-07,,,action
Committee on Ways and Means discharged.,hr6,HSWM,2015-01-07,,,action
"Placed on the Union Calendar, Calendar No. 142.",hr6,,2015-01-07,,,calendar
Rules Committee Resolution H. Res. 350 Reported to House. Rule provides for consideration of H.R. 6 with 1 hour of general debate. Previous question shall be considered as ordered without intervening motions except motion to recommit with or without instructions. Measure will be considered read. Specified amendments are in order.,hr6,,2015-01-08,,20:18:38,action
Rule H. Res. 350 passed House.,hr6,,2015-01-09,,18:02:15,action
Considered under the provisions of rule H. Res. 350.,hr6,,2015-01-09,,18:03:23,action
Rule provides for consideration of H.R. 6 with 1 hour of general debate. Previous question shall be considered as ordered without intervening motions except motion to recommit with or without instructions. Measure will be considered read. Specified amendments are in order.,hr6,,2015-01-09,,18:03:28,action
House resolved itself into the Committee of the Whole House on the state of the Union pursuant to H. Res. 350 and Rule XVIII.,hr6,,2015-01-09,,18:04:29,action
